0ecb2a0219d80a4d9f7d5c0e3a8747549,39.79454,116.25389,1
079982b4f9f542f2a962e7fe4fcd6938,39.82887,116.36101,1
1c15e9da0ccdc5dceb5442f2ed482ad76,39.74922,116.17561,1
3a03d06b5e9f558f3a1845f524103b6e27f0df5f,39.73549,116.19072,1
44662f4eab7a0c0e7f93e1cf640d27de76b9dbee,39.76021,116.21269,1
4f00018fd4ba4dea8b804dd81fe17a30,39.80003,116.23466,1
5ca67b6985b651a34786fbbed2710cfe,39.73,116.17699,1
64ca2fb53e6dff3ded65037149a4a423,39.72725,116.21269,1
6b7e45a5d252e6ebbcc35c4acc045925,39.81377,116.22368,1
7025f8b8413b4a4fae1236a689331702,40.04997,116.32256,1
710ee6136a044a1caf48334151cb4964,39.75746,116.18248,1
08d0cec603074117b2fb6fd2809fb5a6,39.77669,116.21132,1
15866e16c92dbd70f18b12352f592642,39.88380,116.48323,1
17f6cc5e9c6e81fa2b31afc56ddaa9825,39.94011,116.30608,1
2133823c86f19741db7d038b71dd0b266,39.26308,116.35414,1
22dc5581875a8a1a6fc1c1eb6ee502dc1,38.16032,116.37337,1
44662f4eab7a0c0e7f93e1cf640d27de76b9dbee,39.72450,116.12755,1
710ee6136a044a1caf48334151cb4964,39.84673,116.31157,1
b995cd41062d4432973bd69b5a092c6c,39.72588,116.18935,1
e3daefe746ad475b964de70e40920f16,39.84810,116.36238,1
28efa5db61125fbed928717ebdf3765a2,39.91676,116.33217,1
2a786207e4bbe3417ff9033fa50953dfa,39.92775,116.47224,1
2b8e3a74adc22f8be7ab4aa1783948441,39.73137,116.18797,1
27d68d5b36b422e437ddc8b87238620d2,40.13374,116.63429,1
d8a3d520df314af38340ddab35e8f9a0,39.92226,116.51070,1
195cf35bce4c99989ca92c27156185c25,39.78493,116.31294,1
2c561309c9385acbc50314d6a05c3028,39.76158,116.20445,1
897496449a5c4a7ea97d9ca365985339,39.88930,116.24977,1
233bebbe991856df7f97afd443dab8bbd,39.81926,116.20308,1
2f9d09f7011f7ae444caa902bb97fa277,39.79866,116.21544,1
41cd2ce26d56417bb7134b9153942838,39.89067,116.31981,1
2193bf6201a48f7df2fd590477fc89832,39.90852,116.47636,1
fee79d1ac9734b95aebb8c2a63e7e8d8,39.76158,116.29646,1
faf008a32d4c44619b5f28f97d94e65c,39.76021,116.20171,1
aa4bccbd8d834d0b93fbd46af2fed3d0,39.77531,116.21544,1
392d56c8c0b24c78981a566d9a763023,39.96483,116.49834,1
331846c369b23bdc333d6bb10d6ca7f66,39.91264,116.41319,1
41baeaa727a74426a0477495449aef89,39.77119,116.03691,1
236cfce22b4ea89a7fac8876ae95fd175,39.75883,116.30882,1
3f37b3b75c4b3ca13aeba4b4c9ef28b6d,39.84810,116.35414,1
a2818772e3b04ebfa6afc5e246dde00c,39.92638,116.59859,1
344c786a07fba84781e6884b82c5479c4,39.90166,116.42006,1
30e311f2298143429a1907bcce297d27,39.80003,116.21544,1
3244abcf7a315d11323c1d1f237a382b,39.74785,116.42418,1
1df3a4179dc403e86ccc67032389d5b4a,39.73274,116.12206,1
6a85fcb9a27f47379c50514368c5b2e2,39.74785,116.11656,1
32b44c88d54bbcab256b391c689bba2bf,39.90990,116.41182,1
616ddcbfc65d4864b1f0f197ddc324da,37.20451,115.42442,1
bbb2d83f1fcd4b87a4b8923808744d93,39.76295,116.15364,1
26013b4e189ed8f79dbd3a5e1ca82ce11,25.10857,102.75856,1
33ad27c1f383a664cbcb77afab5b56930,40.00328,116.35414,1
80ff303a4b2e4cb09bad6437c0138331,39.75746,116.18248,1
37eee5fc7fbcb63dc4c1a7f91f74feada,41.18019,114.16374,1
26ce354e74e9a5ad250f315f7b376557a,39.64622,116.05202,1
35c2ed71767c31b85cff42fb57a4b447b,39.71626,116.20033,1
34f6a69fe3db4cafe76871b10fcff4cde,39.96758,116.41045,1
0b452f776716489a8530a15597e6b5eb,39.89342,116.35414,1
30dc5dc6faf0860a90a4434c852de0852,39.76158,116.16463,1
3905add87dde4b9ca05229bc08756321,39.73686,116.12480,1
37a2d0dc3f49a40c1e4cc37a5d2af692c,39.86595,116.35277,1
348344f0592797bc26efde94e41676a9b,39.72176,116.13716,1
3cde6acd5d5e7026cb1c946622c2c16d5,39.75609,116.16051,1
26990b1de33cabd8f93b44bf4a96693b4,39.71764,116.35139,1
34be9b4e2c6e9c3e676dd5954d2d393eb,41.00441,121.96678,1
30df3a1986b30bbb05c28e0eafdf647b8,39.75471,116.20995,1
37b292c7d17719629983652d9d8f33f31,39.90303,116.34041,1
d6af6200fbd94c0ca3d87956c48d0bd6,39.91127,116.45576,1
3ee5b200e8bae73a64d849c3c3f132155,39.03236,116.22093,1
1fb9748aaf05079e9d5289bd4eb47ac44,40.01701,116.45714,1
3f5c2a6aac16c6b1998102160dabbd644,39.75471,116.23329,1
33edb261f4e7d7c9ed4ce0ac483ee0a92,39.91402,116.18797,1
33ac1c49da52faa1f42be801ee1a6eaed,39.90715,116.46675,1
f0a5d75ffa0f499a90ea3d9b5f641bbf,39.76707,116.24016,1
30d2e0042ed7ce66e572fa94636354225,39.84261,116.27312,1
869c71d998a14344b63d6ab6a1c778bf,39.72862,116.14265,1
3df353e198b9282825283a1b0d161f888,39.76158,116.20171,1
378d89c7297cba3aac4580ea3b4777e,39.76433,116.15364,1
3abb884d25e4219acb2bec9cce818c922,39.75471,116.24428,1
1a23b1925d7648d99e07b5c0a72a1528,39.76433,116.19759,1
329d486038c71b3cbfee1ce4137008407,39.90990,116.54228,1
387bc31fc110a8939e9c4db5a735cfa41,38.87169,116.45302,1
3921553fe9e73ce8b9759171e2c082bfc,39.97993,116.31294,1
26b1cd3a364b2d9b7258563aeb504ccb,39.85085,116.32668,1
4a7ba0f065574dfaabf756ce1d2d7483,39.92226,116.48186,1
2fc8931aa42b949cd4a93bd9dffb817fa,39.02687,116.22917,1
33828ed7eee466227be3675e2a4f99d6c,0.04051,0.47722,1
3ad990b8d6e2525448040da084f0e32e4,39.86046,116.20583,1
38ebfe2f4010a957d847481654d8265d5,39.85085,116.31294,1
381c523744f04b7ee7654f2f5b80569a9,39.89204,116.29921,1
311e23a788eafde61d639a3929c789935,39.91676,116.42143,1
3e2a846f3e21f2680e43d4bdcfac792c1,39.78905,116.23192,1
